student_id,study_hours,attendance,previous_grade,sleep_hours,extra_activities,family_support,study_efficiency,sleep_quality,work_life_balance,preparation_score,improvement_potential,exam_score
1.0,4.8,73.8,85.3,7.0,0.0,4.0,6.504065040650406,0.9333333333333333,1.0,0.5978102564102564,14.700000000000003,61.7
2.0,3.0,95.1,42.3,4.9,2.0,2.0,3.1545741324921135,0.6533333333333333,0.3333333333333333,0.5075564102564103,57.7,49.5
3.0,2.8,88.7,45.0,8.3,4.0,3.0,3.1567080045095826,0.8933333333333332,0.2,0.5472282051282051,55.0,45.7
4.0,2.8,66.2,32.3,8.1,1.0,2.0,4.229607250755286,0.92,0.5,0.44239487179487186,67.7,33.7
5.0,9.3,90.5,54.5,4.1,4.0,1.0,10.276243093922652,0.5466666666666666,0.2,0.6046282051282053,45.5,48.7
6.0,5.7,86.7,67.4,7.0,2.0,2.0,6.57439446366782,0.9333333333333333,0.3333333333333333,0.5795871794871795,32.599999999999994,53.0
7.0,2.3,94.0,66.5,4.6,1.0,3.0,2.4468085106382977,0.6133333333333333,0.5,0.5223076923076923,33.5,44.8
8.0,4.9,77.7,67.2,6.0,2.0,1.0,6.306306306306307,0.8,0.3333333333333333,0.47874102564102566,32.8,39.3
9.0,4.0,77.5,43.8,5.6,2.0,4.0,5.161290322580645,0.7466666666666666,0.3333333333333333,0.5697307692307693,56.2,42.0
10.0,0.4,80.7,77.0,8.2,2.0,4.0,0.49566294919454773,0.9066666666666667,0.3333333333333333,0.503023076923077,23.0,62.2
11.0,1.3,77.6,68.6,7.2,3.0,4.0,1.6752577319587632,0.9600000000000001,0.25,0.5221333333333333,31.400000000000006,51.9
12.0,4.2,80.5,76.0,5.1,4.0,1.0,5.217391304347826,0.6799999999999999,0.2,0.45719230769230773,24.0,40.5
13.0,8.7,77.9,36.6,8.3,2.0,4.0,11.168164313222078,0.8933333333333332,0.3333333333333333,0.7061102564102564,63.4,34.9
14.0,2.8,81.4,69.7,4.8,0.0,2.0,3.4398034398034394,0.6399999999999999,1.0,0.4599948717948718,30.299999999999997,46.8
15.0,2.1,83.7,47.2,7.5,2.0,1.0,2.508960573476702,1.0,0.3333333333333333,0.4449461538461539,52.8,30.6
16.0,3.6,73.1,59.0,5.8,2.0,1.0,4.924760601915185,0.7733333333333333,0.3333333333333333,0.42894102564102565,41.0,35.2
17.0,2.0,97.0,73.0,6.5,1.0,1.0,2.061855670103093,0.8666666666666667,0.5,0.46894871794871795,27.0,52.3
18.0,2.6,92.5,66.4,7.8,1.0,5.0,2.810810810810811,0.9600000000000001,0.5,0.6401666666666667,33.599999999999994,51.9
19.0,3.3,82.4,52.2,7.8,1.0,3.0,4.004854368932039,0.9600000000000001,0.5,0.5478153846153846,47.8,37.8
20.0,1.3,60.4,65.1,9.0,1.0,5.0,2.152317880794702,0.8,0.5,0.4945333333333334,34.900000000000006,36.7
21.0,5.9,89.9,42.0,6.9,2.0,5.0,6.562847608453838,0.92,0.3333333333333333,0.7129820512820513,58.0,46.7
22.0,1.1,71.2,82.3,7.5,1.0,5.0,1.544943820224719,1.0,0.5,0.5418051282051283,17.700000000000003,50.1
23.0,0.9,97.5,61.9,6.3,2.0,3.0,0.9230769230769231,0.84,0.3333333333333333,0.519576923076923,38.1,46.8
24.0,3.9,80.8,81.8,7.3,4.0,5.0,4.826732673267327,0.9733333333333333,0.2,0.6397333333333333,18.200000000000003,51.3
25.0,5.6,70.3,57.1,7.7,4.0,4.0,7.965860597439545,0.9733333333333333,0.2,0.611823076923077,42.9,38.8
26.0,3.8,73.9,57.1,6.9,2.0,1.0,5.142083897158321,0.92,0.3333333333333333,0.4511358974358975,42.9,48.6
27.0,3.0,82.4,53.5,4.3,2.0,1.0,3.640776699029126,0.5733333333333333,0.3333333333333333,0.42145641025641034,46.5,36.5
28.0,2.6,82.4,78.1,7.5,2.0,2.0,3.1553398058252426,1.0,0.3333333333333333,0.4938666666666667,21.900000000000006,53.3
29.0,2.3,71.2,54.4,6.28,0.0,4.0,3.2303370786516847,0.8373333333333334,1.0,0.5163076923076924,45.6,41.3
30.0,6.9,84.7,74.7,6.0,1.0,3.0,8.146399055489965,0.8,0.5,0.6310230769230769,25.299999999999997,42.6
31.0,4.2,85.8,59.3,5.1,0.0,1.0,4.895104895104895,0.6799999999999999,1.0,0.47309230769230765,40.7,46.1
32.0,2.4,59.7,35.4,9.2,1.0,5.0,4.0201005025125625,0.7733333333333334,0.5,0.5179717948717949,64.6,24.6
33.0,1.9,88.5,56.4,7.7,1.0,2.0,2.1468926553672314,0.9733333333333333,0.5,0.49155128205128207,43.6,48.1
34.0,5.2,76.1,47.3,6.7,3.0,2.0,6.833114323258871,0.8933333333333333,0.25,0.5309666666666667,52.7,33.0
35.0,6.8,72.1,65.5,5.3,2.0,1.0,9.43134535367545,0.7066666666666667,0.3333333333333333,0.501325641025641,34.5,47.8
36.0,6.4,80.0,47.1,5.8,2.0,4.0,8.0,0.7733333333333333,0.3333333333333333,0.6414358974358975,52.9,38.0
37.0,1.6,85.2,78.9,9.0,3.0,2.0,1.8779342723004697,0.8,0.25,0.45662564102564107,21.099999999999994,50.1
38.0,2.6,54.5,63.6,6.760000000000001,1.0,1.0,4.770642201834862,0.9013333333333334,0.5,0.3603,36.4,41.8
39.0,2.2,95.3,62.3,6.359999999999999,6.0,4.0,2.3084994753410286,0.8479999999999999,0.14285714285714285,0.5871102564102564,37.7,40.3
40.0,2.9,66.2,74.8,7.8,2.0,1.0,4.380664652567975,0.9600000000000001,0.3333333333333333,0.4089589743589744,25.200000000000003,47.5
41.0,5.9,80.8,79.5,5.8,4.0,1.0,7.301980198019803,0.7733333333333333,0.2,0.5110153846153846,20.5,56.1
42.0,8.2,78.1,64.7,9.3,2.0,4.0,10.499359795134444,0.7599999999999999,0.3333333333333333,0.6805564102564102,35.3,54.3
