student_id,study_hours,attendance,previous_grade,sleep_hours,extra_activities,family_support,study_efficiency,sleep_quality,work_life_balance,preparation_score,improvement_potential,exam_score
1.0,0.24223890357759362,-0.5011036832210382,1.3817093498251771,0.014508285063492197,-1.3900960937138318,0.6843384746433295,0.31666896828182417,0.8278323712766585,2.2008418158131424,0.4970626079285459,-1.3817093498251771,61.7
2.0,-0.39926473985284444,1.310483344955093,-1.47446184894044,-1.3882264586443047,0.0,-0.7266686895697207,-0.5727970075928553,-1.408516269868993,-0.40335616456851914,-0.4200266900294572,1.4744618489404402,49.5
3.0,-0.47054292245622653,0.7661567261603877,-1.2951208666923661,0.8828678883111767,1.3900960937138318,-0.021165107463195616,-0.5722303523582384,0.5083539939701357,-0.9241957606448513,-0.016912805600745682,1.2951208666923664,45.7
4.0,-0.47054292245622653,-1.1474915430397512,-2.1386877091184906,0.7492741031961476,-0.6950480468569159,-0.7266686895697207,-0.2873191819016313,0.7213395788411515,0.24769333052689627,-1.082147498262837,2.1386877091184906,33.7
5.0,1.8459980121536892,0.9192485876963985,-0.6641062995232182,-1.9226015991044185,1.3900960937138318,-1.432172271676246,1.3183806090432872,-2.260458609353051,-0.9241957606448513,0.5663412932113769,0.6641062995232183,48.7
6.0,0.5629907252928128,0.5960546577870419,0.19274506010646728,0.014508285063492197,0.0,-0.7266686895697207,0.3353451285080012,0.8278323712766585,-0.40335616456851914,0.3118938917551455,-0.19274506010646728,53.0
7.0,-0.6487383789646816,1.2169272073497535,0.13296473269044234,-1.5886171363168478,-0.6950480468569159,-0.021165107463195616,-0.7607459994827604,-1.727994647175515,0.24769333052689627,-0.27013564962625375,-0.13296473269044234,44.8
8.0,0.27787799487928483,-0.16940464989301357,0.17946054290290606,-0.6534606405116493,0.0,-1.432172271676246,0.2641536247701638,-0.23709555307841332,-0.40335616456851914,-0.712826188039402,-0.17946054290290608,39.3
9.0,-0.04287382683593439,-0.18641485673034836,-1.3748279699137325,-0.9206482107417062,0.0,0.6843384746433295,-0.03990833189197414,-0.6630667228204431,-0.40335616456851914,0.2117407265700389,1.3748279699137327,42.0
10.0,-1.3258811136968107,0.08574845266700495,0.8304018858773954,0.8160709957536616,0.0,0.6843384746433295,-1.2788777509844718,0.6148467864056445,-0.40335616456851914,-0.46609089295538497,-0.8304018858773955,62.2
11.0,-1.0051292919815917,-0.17790975331168157,0.27245216332783256,0.14810207017852062,0.6950480468569159,0.6843384746433295,-0.9656333047814643,1.0408179561476734,-0.7288809121162267,-0.27190734973878883,-0.2724521633278326,51.9
12.0,0.02840435576744769,0.06873824582967014,0.7639792998595903,-1.254632673529277,1.3900960937138318,-1.432172271676246,-0.02501057104911498,-1.195530684997979,-0.9241957606448513,-0.9317874784180791,-0.7639792998595903,40.5
13.0,1.6321634643435428,-0.15239444305567876,-1.8530705892419286,0.8828678883111767,0.0,0.6843384746433295,1.555232596249818,0.5083539939701357,-0.40335616456851914,1.597522867533994,1.8530705892419288,34.9
14.0,-0.47054292245622653,0.14528417659767617,0.3455170079474187,-1.4550233512018194,-1.3900960937138318,-0.7266686895697207,-0.49705362714127965,-1.515009062304501,2.2008418158131424,-0.9033100045504099,-0.34551700794741874,46.8
15.0,-0.7200165615680635,0.3409015552270235,-1.148991177453195,0.34849274785106293,0.0,-1.432172271676246,-0.7442413584071461,1.3602963334541944,-0.40335616456851914,-1.0562233569102928,1.1489911774531951,30.6
16.0,-0.1854301920426984,-0.5606394071517093,-0.3652046624430955,-0.7870544256266777,0.0,-1.432172271676246,-0.10271941112274241,-0.4500811379494282,-0.40335616456851914,-1.2188550054757026,0.3652046624430956,35.2
17.0,-0.7556556528697546,1.472080309909772,0.5647115418061751,-0.31947617772407855,-0.6950480468569159,-1.432172271676246,-0.8629712221691073,0.2953684090991226,0.24769333052689627,-0.8123279928890177,-0.5647115418061752,52.3
18.0,-0.5418211050596085,1.0893506560697441,0.1263224740886622,0.5488834255236053,-0.6950480468569159,1.3898420567498548,-0.6640842469892763,1.0408179561476734,0.24769333052689627,0.9274554632076235,-0.12632247408866223,51.9
19.0,-0.2923474659477715,0.23033521078434901,-0.8168782473641697,0.5488834255236053,-0.6950480468569159,-0.021165107463195616,-0.3470028911108859,1.0408179561476734,0.24769333052689627,-0.010946344927647813,0.8168782473641698,37.8
